airline,origin,dest,month,day_of_week,hour,distance,delayed
QP,PNQ,BLR,8,4,21,460,0
AS,MIA,JFK,5,3,13,1090,1
AS,ORD,LAS,2,3,20,499,1
F9,LAS,SEA,12,3,7,1308,1
UK,HYD,PNQ,1,5,7,275,0
B6,JFK,BOS,5,0,9,187,1
AI,CCU,BLR,4,0,5,970,1
DL,LAS,SFO,10,6,15,414,1
DL,MIA,ATL,4,2,22,595,1
WN,MIA,PHX,10,2,16,283,1
B6,SFO,LAX,4,0,10,337,0
B6,JFK,LAS,10,2,15,737,1
QP,COK,PNQ,10,5,12,503,0
B6,SEA,ATL,1,6,21,785,1
B6,ATL,DFW,7,2,14,497,1
UK,BLR,CCU,5,5,7,970,0
UK,DEL,MAA,1,6,17,1090,1
B6,DEN,LAS,1,1,7,925,1
IX,COK,BOM,10,0,15,670,1
IX,COK,BOM,1,5,12,670,0
WN,PHX,SEA,4,6,9,1107,0
AA,LAS,BOS,4,3,7,1203,1
AS,BOS,LAS,8,5,10,197,1
UK,HYD,BOM,10,5,17,390,1
SG,PNQ,DEL,6,6,14,730,0
B6,ATL,JFK,11,1,11,760,1
UK,MAA,COK,5,4,18,340,1
WN,LAX,ORD,12,0,8,1744,1
AS,ORD,BOS,2,6,16,867,1
B6,SEA,ATL,6,0,9,710,1
UK,DEL,AMD,1,6,8,470,1
NK,ORD,DFW,4,1,18,263,0
AI,HYD,COK,8,6,18,1043,1
DL,PHX,ORD,9,0,6,644,1
AI,COK,PNQ,12,2,11,262,0
6E,DEL,HYD,8,6,15,780,1
AI,CCU,DEL,3,6,5,810,1
IX,HYD,CCU,8,3,5,740,1
SG,DEL,BOM,3,0,13,710,0
F9,SFO,PHX,9,0,20,554,1
QP,GOI,DEL,9,2,7,940,1
6E,COK,GOI,3,2,14,858,0
6E,BOM,HYD,8,2,9,390,1
B6,ATL,JFK,4,3,16,760,1
6E,BLR,AMD,3,6,8,670,0
UA,LAS,DFW,8,4,16,902,0
WN,ORD,LAX,8,1,14,1744,1
SG,BLR,GOI,7,2,5,310,1
NK,SEA,ORD,12,5,13,803,1
6E,COK,HYD,9,3,22,376,1
QP,GOI,CCU,11,1,10,538,0
F9,JFK,LAS,9,5,7,711,1
B6,SEA,DEN,9,5,21,1024,1
UK,PNQ,CCU,12,1,6,186,1
WN,ATL,SFO,12,3,8,611,1
AA,DEN,JFK,11,6,10,824,0
QP,MAA,BOM,9,5,15,640,1
IX,HYD,BOM,8,1,16,390,1
WN,DEN,SEA,6,3,13,1024,0
6E,AMD,GOI,9,4,21,761,1
B6,BOS,LAS,7,2,18,547,1
UA,PHX,DEN,6,4,22,835,0
QP,HYD,COK,2,0,14,1157,0
WN,SEA,MIA,8,0,12,326,1
SG,CCU,BOM,11,5,17,1030,0
AI,AMD,MAA,1,2,14,743,1
AI,AMD,PNQ,1,2,22,462,1
UK,MAA,AMD,1,0,12,1284,1
6E,BOM,PNQ,8,1,14,90,1
NK,ATL,DFW,1,6,12,648,1
B6,MIA,DFW,12,1,10,1042,0
NK,SFO,LAS,8,4,21,414,1
IX,HYD,PNQ,6,6,22,1158,1
6E,COK,DEL,3,0,12,1280,0
AS,BOS,DEN,7,6,7,271,1
IX,BLR,PNQ,10,5,6,460,0
F9,DFW,MIA,9,0,14,711,1
DL,ATL,DEN,4,0,15,859,1
UA,ATL,DFW,4,4,13,377,1
UK,GOI,BOM,7,6,17,265,1
B6,LAX,DEN,12,4,5,862,1
AS,SFO,ATL,6,2,19,1235,1
AS,MIA,LAS,2,3,13,785,0
UK,HYD,AMD,12,1,15,1150,1
AI,BOM,MAA,1,5,17,640,1
AI,MAA,COK,4,4,22,340,0
SG,AMD,COK,9,3,10,678,0
AA,MIA,SFO,6,3,7,1158,0
IX,CCU,DEL,12,5,21,810,0
6E,HYD,GOI,8,5,7,200,1
F9,PHX,DFW,12,6,15,396,1
AI,PNQ,CCU,10,2,12,408,0
WN,DEN,MIA,6,1,17,384,1
IX,COK,BOM,7,1,11,670,0
AA,JFK,PHX,3,1,19,1174,1
WN,PHX,BOS,1,5,18,646,0
AA,MIA,SFO,10,1,21,838,1
WN,BOS,DFW,12,0,16,1324,1
AI,PNQ,AMD,4,0,22,181,1
F9,ATL,ORD,9,3,6,606,0
DL,BOS,PHX,11,5,14,704,1
QP,PNQ,COK,1,3,21,449,0
QP,PNQ,MAA,9,4,9,1094,1
B6,PHX,MIA,2,2,13,1125,1
SG,DEL,BLR,2,2,14,1080,1
DL,ORD,JFK,9,1,18,740,1
F9,DEN,MIA,3,1,13,282,0
IX,MAA,BOM,9,1,15,640,1
UA,JFK,DFW,1,2,14,1391,1
WN,DEN,ORD,10,4,19,888,1
SG,AMD,BLR,11,4,14,1299,1
NK,JFK,ORD,8,0,17,740,1
QP,GOI,AMD,7,6,5,512,1
AI,CCU,BOM,8,1,9,1030,1
SG,CCU,BOM,2,1,10,1030,1
AA,BOS,MIA,5,5,15,1258,0
WN,DEN,DFW,5,2,13,641,0
AA,SEA,PHX,2,6,13,1107,1
6E,AMD,MAA,2,5,15,1367,0
UA,DFW,JFK,9,1,17,1391,1
B6,MIA,JFK,5,2,10,1090,0
IX,CCU,BOM,5,4,22,1030,1
F9,DEN,PHX,8,0,5,1321,1
WN,BOS,DFW,10,2,22,710,0
WN,DFW,SEA,11,4,10,559,1
QP,PNQ,CCU,7,6,20,414,1
IX,DEL,HYD,6,0,13,780,0
WN,MIA,ATL,10,4,19,595,1
UK,AMD,MAA,3,2,18,305,0
UA,BOS,PHX,2,4,7,436,1
6E,CCU,AMD,3,5,6,829,0
WN,MIA,LAX,7,0,18,1358,1
AS,SEA,BOS,4,4,16,1221,1
UK,PNQ,DEL,11,4,7,730,1
6E,DEL,MAA,9,3,7,1090,1
UA,DEN,DFW,9,3,10,641,1
DL,ATL,JFK,5,1,7,760,0
AS,ATL,LAX,9,4,22,1946,1
IX,DEL,AMD,7,4,22,470,1
NK,PHX,SFO,4,0,20,1182,1
DL,DFW,BOS,10,6,6,1191,1
WN,SEA,BOS,11,5,22,993,0
AS,PHX,LAX,8,1,20,1214,1
DL,DFW,ATL,3,0,22,1236,1
UK,HYD,DEL,8,2,21,780,0
UA,MIA,SEA,12,6,21,422,1
DL,JFK,BOS,1,4,17,187,1
UK,BOM,CCU,7,3,13,1030,1
SG,GOI,AMD,12,6,14,286,0
NK,JFK,DEN,3,1,11,491,1
SG,BLR,AMD,12,0,20,575,1
IX,CCU,BOM,2,0,5,1030,1
UK,CCU,COK,12,1,8,1088,1
UA,BOS,SFO,2,4,7,979,1
WN,ORD,LAS,7,3,7,511,0
QP,DEL,BOM,7,0,12,710,0
UK,PNQ,AMD,9,1,13,533,1
AI,PNQ,CCU,1,0,12,315,1
AS,LAS,PHX,5,5,11,256,0
QP,BLR,DEL,6,2,20,1080,1
QP,BLR,MAA,10,5,12,180,0
UK,MAA,BOM,7,6,18,640,0
QP,GOI,HYD,4,0,20,521,1
UK,DEL,BOM,6,5,13,710,1
DL,SFO,LAX,3,5,11,337,0
UA,JFK,ORD,3,3,18,740,1
6E,PNQ,HYD,10,1,9,224,1
SG,COK,HYD,5,4,9,1255,1
F9,ATL,DFW,2,2,16,886,1
DL,LAX,DEN,1,1,5,862,1
WN,LAS,BOS,12,1,9,812,1
QP,GOI,BLR,6,2,16,310,1
F9,DEN,SFO,7,3,21,1186,1
SG,PNQ,MAA,7,5,8,835,1
QP,DEL,CCU,6,6,5,810,1
UK,AMD,DEL,10,4,14,470,0
UA,SEA,DFW,12,6,20,353,1
6E,PNQ,BOM,6,5,5,90,1
B6,DFW,DEN,12,1,13,641,0
WN,JFK,SFO,3,3,5,545,0
WN,ATL,LAX,8,3,12,1946,0
DL,SEA,PHX,5,6,16,1107,1
UK,PNQ,CCU,7,6,14,597,1
AS,LAX,MIA,5,2,12,1197,0
DL,PHX,MIA,8,0,10,200,0
QP,PNQ,GOI,1,2,5,230,1
AI,MAA,AMD,8,1,17,686,1
SG,BOM,COK,6,0,18,670,1
NK,BOS,ATL,2,6,6,311,1
F9,SFO,ATL,4,5,14,304,1
F9,BOS,SEA,2,4,10,648,1
DL,DEN,JFK,3,3,17,453,1
B6,MIA,DFW,9,2,11,1261,1
UA,SEA,MIA,5,4,20,309,1
NK,BOS,LAX,12,2,9,1389,1
6E,COK,PNQ,6,0,8,1384,0
B6,SEA,JFK,4,6,8,1255,1
F9,DEN,PHX,2,1,17,719,1
6E,DEL,HYD,12,6,10,780,0
AA,SEA,LAS,2,2,22,637,1
SG,PNQ,AMD,3,2,20,420,1
UA,DEN,SFO,11,4,16,1134,1
AS,BOS,ORD,11,5,22,867,1
AS,ATL,LAX,8,4,22,1946,1
AA,SFO,JFK,10,4,16,1013,1
B6,DFW,PHX,8,1,21,445,0
AI,HYD,PNQ,3,1,17,348,1
6E,HYD,BLR,1,2,5,310,1
UA,SFO,SEA,1,1,10,679,0
WN,ATL,LAX,7,1,18,1946,0
NK,MIA,DFW,4,5,7,456,1
UA,DFW,SFO,12,1,6,717,0
AA,JFK,LAX,8,2,9,2475,1
IX,HYD,CCU,5,1,14,740,0
SG,GOI,DEL,6,4,18,940,1
NK,DFW,LAX,8,3,6,1235,1
6E,DEL,BLR,7,5,13,1080,1
SG,GOI,HYD,7,6,13,936,1
NK,JFK,LAX,9,4,14,2475,1
AA,ATL,LAS,7,2,16,445,0
6E,CCU,GOI,10,0,9,423,1
AI,BLR,HYD,12,4,9,310,0
SG,COK,GOI,11,2,13,848,1
B6,DEN,ATL,9,3,22,903,1
QP,COK,BOM,6,1,8,670,1
F9,LAX,ATL,4,1,14,1946,1
6E,MAA,COK,8,6,16,340,1
6E,DEL,HYD,9,5,8,780,1
UK,DEL,GOI,1,2,14,940,1
NK,BOS,DEN,5,0,18,1194,1
UA,SFO,ATL,9,6,16,907,0
NK,BOS,DEN,1,6,16,1078,1
QP,AMD,BLR,7,4,20,586,1
DL,LAS,DEN,2,0,21,375,0
SG,HYD,CCU,8,3,10,740,1
NK,LAS,SFO,8,3,7,414,0
DL,ORD,DEN,3,4,8,888,1
F9,SFO,JFK,3,0,20,434,1
AA,LAS,SFO,9,6,9,414,0
UA,MIA,JFK,11,5,9,1090,0
IX,PNQ,MAA,2,0,11,154,1
UA,ATL,JFK,12,6,13,760,1
IX,PNQ,CCU,9,3,11,522,1
QP,CCU,AMD,8,4,20,1329,1
AI,BLR,BOM,1,0,14,520,1
B6,SEA,LAX,3,4,11,954,0
AI,CCU,PNQ,11,2,15,1081,0
SG,PNQ,BOM,11,0,22,90,1
QP,PNQ,BLR,12,1,17,460,1
6E,HYD,BOM,1,6,5,390,0
QP,GOI,DEL,11,1,7,940,0
IX,MAA,CCU,5,4,5,850,1
UK,DEL,HYD,11,0,12,780,1
AI,BOM,GOI,1,2,8,265,1
AA,DFW,PHX,4,2,18,1040,0
UK,AMD,DEL,8,3,9,470,1
AI,GOI,BLR,6,6,16,310,1
SG,DEL,PNQ,2,3,16,730,1
AA,LAX,BOS,11,6,15,590,1
UK,PNQ,GOI,8,2,7,230,0
6E,AMD,DEL,11,6,7,470,1
F9,SEA,PHX,10,5,20,1107,1
F9,SFO,LAS,9,1,15,414,0
QP,COK,GOI,5,6,8,1128,0
AA,BOS,DEN,8,5,10,942,0
WN,PHX,BOS,8,1,22,955,1
6E,CCU,PNQ,8,5,18,810,1
UA,ATL,LAS,4,6,8,1346,1
6E,HYD,GOI,8,4,11,317,1
WN,ATL,LAX,4,3,6,1946,1
UA,LAX,ATL,7,1,21,1946,0
SG,BOM,HYD,10,1,18,390,1
UK,HYD,BLR,4,4,17,310,0
SG,AMD,HYD,1,4,20,1035,1
SG,PNQ,AMD,9,0,16,1104,0
DL,JFK,SEA,8,5,21,519,0
IX,HYD,CCU,10,2,16,740,1
QP,GOI,MAA,6,6,9,684,1
AA,SEA,DEN,6,6,19,1024,1
AA,MIA,JFK,4,5,17,1090,1
DL,DFW,BOS,11,5,22,386,1
AS,DFW,ATL,5,3,10,1312,0
QP,DEL,GOI,2,3,16,940,1
UK,PNQ,HYD,1,3,17,473,1
6E,CCU,BOM,9,3,11,1030,1
SG,GOI,AMD,2,5,17,563,1
UA,LAX,JFK,2,6,13,2475,1
AI,GOI,MAA,10,0,5,1303,0
F9,DEN,BOS,12,1,15,180,1
UA,JFK,DEN,9,1,6,783,1
NK,ORD,MIA,2,2,19,349,1
NK,DEN,JFK,10,2,11,1069,1
SG,DEL,CCU,9,6,8,810,0
DL,ORD,ATL,6,1,7,606,0
AI,DEL,BOM,9,2,5,710,0
WN,ORD,LAS,9,0,11,940,1
NK,DFW,PHX,1,0,21,411,1
AS,BOS,PHX,2,0,12,587,1
UA,PHX,BOS,10,1,16,665,0
IX,GOI,CCU,11,2,13,1225,1
UA,DFW,DEN,7,1,20,641,1
6E,PNQ,MAA,11,3,11,188,0
DL,SEA,ORD,2,4,14,259,1
UK,BOM,COK,3,3,8,670,1
AS,DEN,LAX,3,3,13,862,1
AS,DEN,PHX,3,0,22,1254,1
NK,MIA,SFO,5,2,20,620,1
NK,JFK,LAX,1,0,22,2475,1
WN,SFO,ATL,7,2,5,1364,0
DL,PHX,JFK,12,0,10,587,1
UA,PHX,BOS,7,2,11,987,1
UA,SEA,LAX,4,1,21,954,1
F9,BOS,ORD,3,3,20,867,1
QP,MAA,HYD,11,2,5,320,0
DL,DFW,PHX,10,3,17,830,1
WN,LAS,MIA,12,1,15,236,0
UA,LAX,JFK,10,1,15,2475,1
DL,SFO,MIA,1,2,8,868,1
WN,ATL,DEN,6,6,14,835,1
UK,COK,CCU,4,4,15,208,0
IX,CCU,MAA,11,1,7,850,0
WN,PHX,ATL,6,1,10,831,0
SG,PNQ,AMD,9,4,18,251,1
AI,PNQ,BOM,6,1,6,90,1
B6,DFW,ORD,6,0,8,853,1
AS,ATL,MIA,4,4,19,595,1
6E,MAA,GOI,3,6,20,313,1
UK,HYD,BLR,3,4,21,310,0
QP,AMD,PNQ,7,0,10,810,1
IX,COK,PNQ,8,6,11,971,0
B6,MIA,BOS,8,3,9,1258,0
SG,CCU,GOI,10,2,11,1199,1
IX,PNQ,CCU,6,5,5,1097,1
AA,PHX,ORD,7,0,6,451,0
B6,DEN,ATL,2,4,21,983,1
NK,ATL,ORD,1,6,18,606,1
QP,GOI,MAA,10,0,16,920,0
UA,PHX,LAS,8,0,12,256,0
DL,ORD,LAS,2,5,18,562,1
AA,PHX,BOS,11,5,16,1395,0
6E,BOM,BLR,11,0,17,520,0
UK,GOI,COK,12,4,6,1292,1
AA,SEA,PHX,4,6,11,1107,1
QP,COK,GOI,12,0,22,438,1
AA,BOS,DEN,2,2,15,431,1
AI,DEL,COK,1,1,21,1280,0
NK,MIA,JFK,12,2,20,1090,1
B6,BOS,MIA,11,5,9,1258,1
UK,DEL,PNQ,9,3,11,730,1
AS,LAS,BOS,6,0,20,798,0
DL,PHX,BOS,10,6,13,1098,0
QP,BOM,COK,10,0,16,670,1
B6,SFO,SEA,11,2,19,679,0
B6,LAS,SFO,9,6,17,414,0
UK,PNQ,GOI,10,0,16,230,0
AS,BOS,SFO,4,2,8,567,1
UA,PHX,DEN,9,0,8,716,1
UA,DFW,MIA,7,3,19,637,1
QP,HYD,PNQ,7,1,6,1286,1
IX,BOM,DEL,5,6,10,710,1
DL,JFK,ORD,9,6,20,740,1
DL,SEA,LAS,11,0,5,1351,1
UA,BOS,SFO,7,3,14,1319,0
6E,BLR,PNQ,9,6,17,460,1
WN,ORD,SEA,3,1,15,946,1
UK,DEL,BOM,2,3,14,710,1
B6,DEN,PHX,4,1,9,768,0
QP,DEL,HYD,4,3,7,780,0
AI,GOI,COK,4,3,14,1209,1
UA,ORD,LAS,6,3,22,226,0
QP,BOM,AMD,10,3,9,275,1
F9,SFO,DEN,2,5,22,859,1
AI,CCU,BLR,8,4,19,970,1
DL,SFO,DEN,9,0,7,1083,1
WN,ORD,SFO,9,5,16,1246,1
AS,PHX,DFW,8,1,6,484,0
SG,HYD,PNQ,12,5,9,1015,1
UK,GOI,AMD,6,1,8,221,0
QP,COK,CCU,3,3,14,722,1
6E,CCU,GOI,2,0,12,985,1
AI,COK,BOM,2,2,22,670,1
AS,DEN,ORD,8,4,19,888,1
QP,MAA,COK,3,6,17,340,0
6E,BOM,AMD,8,6,14,275,1
B6,DEN,SEA,9,2,15,1024,1
AA,PHX,JFK,2,3,17,1003,0
F9,ORD,LAX,7,6,19,1744,1
B6,ATL,JFK,8,3,14,760,1
AI,CCU,PNQ,11,2,19,269,0
NK,ATL,PHX,8,3,7,1047,1
AA,JFK,MIA,12,3,22,1090,0
SG,AMD,BOM,2,6,19,275,1
DL,LAS,DFW,5,0,13,474,1
AA,PHX,LAX,11,1,10,1074,0
6E,AMD,DEL,10,5,22,470,0
QP,CCU,HYD,4,1,12,740,0
B6,ATL,PHX,3,1,5,605,1
AA,BOS,DFW,11,5,16,1249,1
UK,AMD,HYD,11,2,13,1142,0
6E,COK,HYD,1,2,5,184,0
DL,SEA,LAS,5,6,6,284,1
IX,BOM,CCU,1,6,6,1030,1
AI,GOI,BLR,1,5,17,310,1
AA,SEA,ORD,12,5,11,685,1
AA,LAX,ORD,7,5,8,1744,0
AS,LAX,PHX,3,6,5,311,1
B6,SFO,ATL,6,1,8,1340,1
WN,MIA,LAX,7,6,13,150,1
AI,BOM,PNQ,12,0,9,90,1
6E,CCU,GOI,2,0,10,566,0
SG,BLR,HYD,3,1,22,310,1
AI,PNQ,MAA,10,1,19,269,0
AS,SEA,LAX,9,2,18,954,0
F9,MIA,DEN,5,6,10,1204,1
UK,DEL,MAA,1,2,21,1090,0
F9,DEN,DFW,4,6,20,641,1
SG,HYD,GOI,9,4,22,644,1
UK,MAA,AMD,12,3,17,889,1
UK,DEL,COK,7,2,19,1280,1
AI,PNQ,DEL,2,1,17,730,0
B6,DFW,ORD,3,3,13,1111,1
AA,SFO,ORD,6,6,22,214,1
B6,DFW,JFK,2,5,17,1391,1
IX,DEL,BOM,7,0,13,710,1
AS,DFW,BOS,2,4,14,583,1
QP,HYD,MAA,3,1,15,320,1
AS,PHX,ORD,2,2,9,715,1
F9,JFK,LAS,10,1,12,590,1
QP,PNQ,DEL,6,3,22,730,1
SG,AMD,BOM,3,3,6,275,0
UA,DFW,SFO,3,5,8,405,1
6E,GOI,CCU,12,4,19,288,1
AI,MAA,AMD,8,0,13,1030,1
DL,ATL,ORD,6,0,8,606,1
AI,CCU,COK,1,0,5,642,1
AS,MIA,DFW,1,2,18,1020,1
6E,COK,GOI,7,5,14,413,1
F9,JFK,MIA,12,5,21,1090,0
AI,AMD,HYD,12,4,18,498,0
IX,MAA,GOI,8,1,11,1053,1
WN,ATL,BOS,1,4,20,345,1
F9,ORD,LAS,1,3,6,814,1
SG,COK,CCU,3,2,18,1231,1
UA,DFW,PHX,9,4,9,653,1
AI,GOI,BLR,6,3,20,310,1
QP,HYD,CCU,2,4,17,740,0
AA,LAX,BOS,5,1,20,947,0
B6,JFK,MIA,11,5,16,1090,0
IX,AMD,BLR,6,2,10,676,0
IX,HYD,CCU,8,6,14,740,1
F9,SEA,DEN,3,1,11,1024,0
B6,ATL,DEN,12,2,17,1204,1
6E,GOI,PNQ,4,5,13,230,0
UA,SEA,JFK,8,1,8,1246,1
IX,HYD,GOI,6,0,14,932,1
UK,CCU,DEL,6,5,13,810,0
DL,ORD,BOS,3,0,5,867,1
AI,PNQ,COK,2,1,13,961,1
UK,CCU,PNQ,6,6,14,817,1
6E,BOM,COK,8,4,7,670,1
UA,BOS,LAX,1,6,5,504,1
AI,GOI,BOM,5,4,12,265,1
B6,SEA,SFO,2,3,20,679,0
UA,MIA,JFK,11,4,20,1090,0
AI,BOM,BLR,7,3,5,520,1
QP,DEL,BLR,6,3,9,1080,1
AS,JFK,ORD,10,3,6,740,1
AS,DEN,MIA,4,0,15,659,1
NK,SFO,LAS,11,5,12,414,0
AS,LAS,SFO,1,0,21,414,1
QP,HYD,COK,10,0,13,1389,0
NK,MIA,PHX,4,0,16,723,0
AI,PNQ,CCU,11,4,7,556,1
IX,MAA,BLR,5,1,15,180,0
6E,CCU,COK,12,5,8,200,0
QP,CCU,GOI,10,5,5,335,1
DL,ATL,ORD,8,5,21,606,1
SG,COK,DEL,6,2,5,1280,1
AI,BOM,GOI,4,0,5,265,1
SG,COK,HYD,9,5,5,776,1
UK,CCU,GOI,7,6,18,491,1
F9,SEA,SFO,4,0,20,679,1
AA,LAS,SEA,4,6,11,450,0
QP,COK,BOM,6,5,17,670,0
AI,MAA,BOM,5,0,7,640,0
IX,PNQ,AMD,10,3,16,920,0
AA,JFK,PHX,4,4,11,691,0
IX,PNQ,MAA,1,6,11,1175,1
DL,LAX,ORD,9,1,15,1744,0
AA,DEN,SFO,4,5,17,659,0
WN,MIA,LAX,3,6,9,653,1
AI,AMD,BOM,4,2,7,275,0
SG,BOM,AMD,7,0,10,275,1
AI,CCU,HYD,2,1,22,740,1
6E,COK,AMD,1,1,15,1160,1
AI,PNQ,HYD,3,6,22,952,1
UK,PNQ,COK,8,0,16,1251,1
WN,JFK,DFW,12,4,10,1391,1
QP,PNQ,GOI,3,5,11,230,0
AI,BLR,DEL,12,6,8,1080,1
UA,SFO,MIA,7,2,14,1297,0
WN,BOS,JFK,6,2,10,187,0
QP,COK,AMD,9,5,19,1157,1
IX,DEL,AMD,3,2,16,470,1
B6,ORD,ATL,6,6,21,606,1
SG,CCU,BOM,6,4,5,1030,1
QP,DEL,COK,11,2,15,1280,1
QP,DEL,BOM,11,5,11,710,1
UK,BOM,MAA,9,4,15,640,1
WN,ATL,PHX,5,3,21,767,1
B6,JFK,SFO,2,1,16,1220,1
AA,SFO,LAX,8,5,12,337,0
IX,HYD,AMD,5,2,12,238,0
AI,DEL,BLR,4,1,18,1080,1
B6,JFK,BOS,3,5,13,187,0
AI,CCU,GOI,10,2,10,512,0
SG,PNQ,DEL,2,2,6,730,1
NK,JFK,ORD,3,0,12,740,0
UA,JFK,LAS,1,2,19,515,1
IX,DEL,GOI,8,4,21,940,1
QP,CCU,DEL,5,3,13,810,1
QP,DEL,CCU,6,6,22,810,1
QP,HYD,DEL,3,2,14,780,1
QP,PNQ,CCU,1,4,16,256,1
B6,BOS,SEA,11,2,11,1134,0
UA,SEA,ORD,7,3,18,1370,1
6E,COK,MAA,8,2,13,340,1
UA,MIA,BOS,2,6,17,1258,1
UK,BLR,CCU,5,0,6,970,1
QP,COK,CCU,2,0,5,1361,0
UA,LAS,JFK,10,4,11,847,1
AS,SFO,ORD,10,3,15,923,1
UA,PHX,LAX,4,0,9,945,0
AS,SEA,SFO,2,5,7,679,1
UK,BLR,CCU,6,4,8,970,0
NK,LAX,SFO,6,2,10,337,1
AI,BOM,HYD,3,1,7,390,1
UA,ORD,ATL,6,3,10,606,1
UK,MAA,PNQ,7,3,17,622,1
SG,BLR,BOM,7,6,5,520,1
F9,LAS,ORD,11,4,13,647,0
AS,LAS,PHX,9,1,19,256,0
B6,JFK,DEN,1,5,8,428,1
DL,SFO,ATL,8,3,22,662,1
UA,DEN,BOS,6,4,19,483,1
AS,LAX,SEA,9,1,15,954,0
AA,MIA,BOS,12,2,5,1258,1
AS,BOS,SFO,10,4,12,729,1
SG,HYD,BLR,11,0,10,310,0
UK,PNQ,COK,4,4,17,954,0
F9,SEA,SFO,11,1,9,679,1
AS,DEN,SEA,5,5,18,1024,0
F9,SEA,PHX,12,4,17,1107,1
F9,MIA,LAX,6,1,10,1361,1
B6,LAX,DEN,3,5,15,862,1
IX,CCU,BLR,11,1,14,970,0
B6,BOS,LAX,3,5,22,517,1
B6,BOS,DFW,10,0,17,932,0
IX,HYD,AMD,4,6,16,390,1
SG,CCU,DEL,2,0,9,810,0
NK,MIA,ORD,11,5,14,639,0
WN,MIA,ORD,7,4,8,810,0
IX,BOM,AMD,4,0,15,275,1
B6,ATL,SFO,9,5,9,1178,1
IX,DEL,MAA,7,3,22,1090,0
IX,CCU,MAA,3,3,9,850,1
B6,PHX,LAS,1,4,9,256,1
SG,BOM,CCU,3,0,19,1030,0
AS,SEA,ORD,3,2,6,721,0
DL,LAX,ORD,4,2,14,1744,1
UA,SFO,DFW,12,3,5,306,1
F9,ORD,LAS,4,2,12,363,1
AI,HYD,DEL,2,5,20,780,0
QP,AMD,DEL,8,5,8,470,1
DL,LAX,MIA,10,1,13,1391,1
NK,MIA,DEN,5,5,20,410,1
DL,DFW,MIA,2,1,22,560,1
B6,BOS,JFK,11,4,5,187,1
6E,DEL,BLR,1,5,11,1080,1
NK,BOS,ATL,5,0,22,951,1
UK,BOM,COK,7,4,17,670,1
AS,SFO,PHX,5,3,17,1258,0
6E,DEL,CCU,12,4,20,810,1
F9,BOS,DEN,11,5,12,530,1
F9,LAS,ORD,1,2,13,995,1
6E,GOI,PNQ,8,2,11,230,0
QP,AMD,GOI,9,1,11,587,0
NK,SFO,DFW,9,0,22,1198,0
B6,LAX,PHX,12,3,8,306,1
AI,CCU,BOM,10,0,21,1030,1
AS,DFW,JFK,6,0,8,1391,1
B6,DFW,SEA,5,0,5,600,0
AA,DEN,SFO,4,5,12,631,1
QP,DEL,MAA,4,4,10,1090,1
UA,LAS,JFK,9,3,6,765,0
B6,ORD,LAX,4,4,19,1744,1
QP,AMD,DEL,12,6,15,470,1
AA,PHX,ATL,5,4,15,792,0
F9,SFO,LAS,11,0,21,414,0
QP,COK,BOM,3,3,8,670,1
SG,AMD,CCU,9,0,9,549,1
F9,ORD,DEN,10,1,16,888,1
UA,PHX,LAX,8,5,13,618,0
IX,MAA,AMD,10,0,13,1026,0
IX,AMD,COK,8,4,14,789,0
B6,SEA,SFO,1,2,13,679,0
UA,ATL,BOS,6,5,21,833,1
DL,LAS,ATL,4,4,11,1291,1
B6,LAX,PHX,11,1,20,1037,0
UK,CCU,COK,6,5,7,1048,1
QP,BOM,COK,3,6,11,670,1
NK,DFW,BOS,5,1,9,312,1
NK,SFO,LAS,9,0,6,414,0
DL,JFK,BOS,2,6,21,187,1
UK,DEL,COK,10,5,7,1280,1
SG,BOM,BLR,9,4,10,520,1
UA,LAS,ATL,6,4,10,404,1
AI,GOI,COK,9,3,11,358,1
IX,CCU,MAA,3,0,20,850,1
B6,LAX,LAS,3,4,22,760,1
DL,JFK,SFO,8,6,9,218,1
AA,MIA,DEN,7,1,10,312,1
SG,GOI,PNQ,2,3,21,230,0
UK,BLR,DEL,8,4,13,1080,0
UA,JFK,BOS,2,0,22,187,1
DL,LAS,BOS,4,0,20,1241,0
B6,ORD,SEA,1,6,22,683,1
UK,CCU,HYD,12,1,6,740,1
WN,BOS,SFO,6,0,13,430,1
AI,BOM,BLR,11,5,22,520,1
IX,COK,CCU,10,6,14,595,1
UA,DFW,SFO,1,0,22,1085,1
SG,COK,AMD,9,5,6,350,1
B6,DFW,LAX,11,4,13,1235,1
SG,COK,BOM,9,3,7,670,1
AS,ORD,JFK,8,6,21,740,0
AS,LAS,SEA,11,0,12,692,1
AI,BLR,MAA,5,6,18,180,1
QP,PNQ,DEL,8,5,16,730,1
UK,CCU,MAA,8,2,9,850,1
WN,DEN,SFO,9,4,19,1213,1
AI,BOM,CCU,1,4,21,1030,0
QP,DEL,BOM,12,5,9,710,1
B6,DEN,LAX,6,2,11,862,0
UK,HYD,BLR,5,6,14,310,0
B6,BOS,ORD,4,0,19,867,1
UK,COK,BOM,3,6,13,670,0
IX,DEL,GOI,9,6,10,940,1
WN,ATL,LAS,7,5,15,385,1
AS,MIA,LAX,9,5,18,926,0
AS,DEN,JFK,9,4,13,1045,0
WN,PHX,SEA,8,0,20,1107,1
AI,BOM,GOI,3,0,9,265,0
AS,PHX,LAX,9,0,18,258,1
6E,HYD,AMD,8,3,11,1178,1
UK,PNQ,GOI,3,4,9,230,1
